Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Company_Type,Release_Era,Is_Successful,Sales_Category,NA_Sales_Pct,EU_Sales_Pct,JP_Sales_Pct,Other_Sales_Pct
Medal of Honor: Frontline,PS2,2002.0,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,88.0,29.0,8.5,135.0,EA LA,T,AAA,2000s,True,hit,42.89897510980967,40.26354319180088,2.4890190336749636,14.494875549048317
Crash Bandicoot,PS,1996.0,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82,72.5,,,,,,AAA,1990s,True,hit,47.360703812316714,34.4574780058651,13.78299120234604,4.39882697947214
Just Dance 4,Wii,2012.0,Misc,Ubisoft,4.05,2.16,0.0,0.55,6.76,74.0,10.0,7.3,28.0,Ubisoft,E10+,AAA,2010s,True,hit,59.9112426035503,31.952662721893493,0.0,8.136094674556213
Gears of War 2,X360,2008.0,Shooter,Microsoft Game Studios,4.15,1.9,0.06,0.64,6.75,93.0,90.0,7.7,2739.0,Epic Games,M,AAA,2000s,True,hit,61.48148148148148,28.148148148148145,0.8888888888888888,9.481481481481481
Uncharted 3: Drake's Deception,PS3,2011.0,Action,Sony Computer Entertainment,2.77,2.75,0.19,1.03,6.74,92.0,97.0,8.3,3712.0,Naughty Dog,T,AAA,2010s,True,hit,41.09792284866469,40.80118694362017,2.8189910979228485,15.281899109792285
Zumba Fitness,Wii,2010.0,Sports,505 Games,3.45,2.59,0.0,0.66,6.71,66.0,,tbd,,"Pipeworks Software, Inc.",E,Indie/Other,2010s,True,hit,51.41579731743666,38.599105812220564,0.0,9.836065573770494
Call of Duty 4: Modern Warfare,PS3,2007.0,Shooter,Activision,3.11,2.26,0.28,1.03,6.68,94.0,44.0,8.4,993.0,Infinity Ward,M,AAA,2000s,True,hit,46.55688622754491,33.83233532934132,4.1916167664670665,15.41916167664671
Uncharted 2: Among Thieves,PS3,2009.0,Action,Sony Computer Entertainment,3.27,2.2,0.21,0.98,6.66,96.0,105.0,8.8,5187.0,Naughty Dog,T,AAA,2000s,True,hit,49.0990990990991,33.033033033033036,3.153153153153153,14.714714714714713
FIFA 12,PS3,2011.0,Sports,Electronic Arts,0.84,4.3,0.11,1.39,6.65,76.5,,,,,,AAA,2010s,True,hit,12.63157894736842,64.66165413533834,1.6541353383458646,20.902255639097742
Big Brain Academy,DS,2005.0,Misc,Nintendo,1.66,2.75,1.6,0.62,6.62,74.0,45.0,7.4,27.0,Nintendo,E,AAA,2000s,True,hit,25.07552870090634,41.54078549848943,24.169184290030213,9.365558912386707
The Legend of Zelda,NES,1986.0,Action,Nintendo,3.74,0.93,1.69,0.14,6.51,69.5,,,,,,AAA,1980s,True,hit,57.45007680491552,14.285714285714288,25.960061443932414,2.1505376344086025
Red Dead Redemption,PS3,2010.0,Action,Take-Two Interactive,2.79,2.53,0.17,0.99,6.49,95.0,73.0,8.8,2456.0,Rockstar San Diego,M,AAA,2010s,True,hit,42.98921417565486,38.983050847457626,2.619414483821264,15.254237288135592
FIFA 14,PS3,2013.0,Sports,Electronic Arts,0.78,4.24,0.07,1.37,6.47,86.0,37.0,4.3,576.0,EA Canada,E,AAA,2010s,True,hit,12.05564142194745,65.53323029366307,1.081916537867079,21.17465224111283
Assassin's Creed III,PS3,2012.0,Action,Ubisoft,2.64,2.52,0.16,1.12,6.45,85.0,41.0,6.9,1307.0,Ubisoft,M,AAA,2010s,True,hit,40.93023255813954,39.06976744186046,2.4806201550387597,17.36434108527132
Donkey Kong Country Returns,Wii,2010.0,Platform,Nintendo,3.17,1.79,1.03,0.46,6.44,87.0,77.0,8.6,368.0,Retro Studios,E,AAA,2010s,True,hit,49.223602484472046,27.795031055900623,15.993788819875776,7.142857142857142
Halo: Combat Evolved,XB,2001.0,Shooter,Microsoft Game Studios,4.98,1.3,0.08,0.07,6.43,97.0,68.0,8.6,1283.0,Bungie Software,M,AAA,2000s,True,hit,77.44945567651634,20.21772939346812,1.244167962674961,1.0886469673405912
The Elder Scrolls V: Skyrim,PS3,2011.0,Role-Playing,Bethesda Softworks,2.55,2.6,0.25,1.0,6.41,92.0,16.0,6.4,2527.0,Bethesda Game Studios,M,Indie/Other,2010s,True,hit,39.78159126365054,40.5616224648986,3.9001560062402496,15.600624024960998
Pokémon Emerald Version,GBA,2004.0,Role-Playing,Nintendo,2.57,1.58,2.06,0.21,6.41,76.0,28.0,9,222.0,Game Freak,E,AAA,2000s,True,hit,40.09360374414976,24.648985959438377,32.13728549141966,3.2761310452418098
Kingdom Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,85.0,46.0,8.8,597.0,SquareSoft,E,AAA,2000s,True,hit,56.875,18.749999999999996,23.281249999999996,1.09375
Pokémon Crystal Version,GB,2000.0,Role-Playing,Nintendo,2.55,1.56,1.29,0.99,6.39,69.5,,,,,,AAA,2000s,True,hit,39.906103286384976,24.413145539906107,20.187793427230048,15.492957746478876
Halo 3: ODST,X360,2009.0,Shooter,Microsoft Game Studios,4.34,1.34,0.06,0.61,6.34,83.0,94.0,7.1,1163.0,"Bungie Software, Bungie",M,AAA,2000s,True,hit,68.45425867507886,21.13564668769716,0.9463722397476341,9.621451104100947
Red Dead Redemption,X360,2010.0,Action,Take-Two Interactive,3.7,1.95,0.09,0.58,6.32,95.0,96.0,9,2316.0,Rockstar San Diego,M,AAA,2010s,True,hit,58.54430379746836,30.854430379746834,1.4240506329113924,9.177215189873417
Super Mario Sunshine,GC,2002.0,Platform,Nintendo,4.01,1.26,0.87,0.17,6.31,92.0,61.0,8.6,439.0,Nintendo,E,AAA,2000s,True,hit,63.54992076069731,19.968304278922346,13.787638668779714,2.694136291600634
Street Fighter II: The World Warrior,SNES,1992.0,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3,69.5,,,,,,AAA,1990s,True,hit,39.20634920634921,13.174603174603176,45.55555555555556,1.9047619047619047
World of Warcraft,PC,2004.0,Role-Playing,Activision,0.08,6.21,0.0,0.0,6.29,93.0,57.0,7.3,2182.0,Blizzard Entertainment,T,AAA,2000s,True,hit,1.2718600953895072,98.72813990461049,0.0,0.0
Driver,PS,1999.0,Action,GT Interactive,3.11,2.8,0.02,0.33,6.27,87.0,22.0,8.1,78.0,Reflections Interactive,T,Indie/Other,1990s,True,hit,49.601275917065394,44.65709728867623,0.3189792663476875,5.2631578947368425
Gears of War 3,X360,2011.0,Shooter,Microsoft Game Studios,4.05,1.59,0.07,0.5,6.21,91.0,96.0,7.8,1504.0,Epic Games,M,AAA,2010s,True,hit,65.21739130434783,25.60386473429952,1.1272141706924317,8.051529790660226
Kinect Sports,X360,2010.0,Sports,Microsoft Game Studios,3.92,1.73,0.03,0.51,6.19,73.0,51.0,7.4,95.0,Rare Ltd.,E10+,AAA,2010s,True,hit,63.327948303715665,27.948303715670438,0.48465266558966075,8.239095315024231
Gears of War,X360,2006.0,Shooter,Microsoft Game Studios,3.54,1.88,0.07,0.6,6.09,94.0,88.0,8.3,2295.0,Epic Games,M,AAA,2000s,True,hit,58.128078817734,30.870279146141215,1.149425287356322,9.852216748768473
FIFA 15,PS4,2014.0,Sports,Electronic Arts,0.8,4.33,0.05,0.9,6.08,82.0,47.0,5.7,988.0,EA Sports,E,AAA,2010s,True,hit,13.157894736842104,71.2171052631579,0.8223684210526315,14.802631578947366
Metal Gear Solid 2: Sons of Liberty,PS2,2001.0,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96.0,42.0,8.7,1026.0,KCEJ,M,AAA,2000s,True,hit,40.49586776859505,33.22314049586777,14.3801652892562,11.900826446280991
Sonic the Hedgehog 2,GEN,1992.0,Platform,Sega,4.47,1.2,0.16,0.19,6.03,69.5,,,,,,AAA,1990s,True,hit,74.12935323383084,19.90049751243781,2.6533996683250414,3.150912106135987
Metal Gear Solid,PS,1998.0,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03,94.0,20.0,9.4,918.0,KCEJ,M,AAA,1990s,True,hit,52.736318407960205,30.34825870646766,12.935323383084576,3.9800995024875623
Metal Gear Solid 4: Guns of the Patriots,PS3,2008.0,Action,Konami Digital Entertainment,2.63,1.71,0.83,0.82,5.99,94.0,82.0,8.7,3558.0,Kojima Productions,M,AAA,2000s,True,hit,43.90651085141903,28.547579298831383,13.856427378964941,13.68948247078464
Final Fantasy XII,PS2,2006.0,Role-Playing,Square Enix,1.88,0.0,2.33,1.74,5.95,92.0,64.0,7.6,972.0,Square Enix,T,AAA,2000s,True,hit,31.596638655462183,0.0,39.15966386554622,29.2436974789916
The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,2.41,2.18,0.28,0.99,5.87,95.0,98.0,9.1,8003.0,Naughty Dog,M,Indie/Other,2010s,True,hit,41.05621805792164,37.13798977853492,4.770017035775128,16.86541737649063
LittleBigPlanet,PS3,2008.0,Platform,Sony Computer Entertainment,2.8,1.98,0.17,0.87,5.82,95.0,85.0,6.8,5311.0,"SCE/WWS, Media Molecule",E,AAA,2000s,True,hit,48.109965635738824,34.020618556701024,2.9209621993127146,14.948453608247423
Resident Evil 2,PS,1998.0,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82,89.0,13.0,9.2,364.0,Capcom,M,Indie/Other,1990s,True,hit,32.302405498281786,25.257731958762886,34.707903780068726,7.731958762886598
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009.0,Role-Playing,Nintendo,0.63,0.67,4.35,0.15,5.78,87.0,65.0,8.8,197.0,Level 5,E10+,AAA,2000s,True,hit,10.899653979238753,11.591695501730104,75.25951557093424,2.5951557093425603
Tekken 2,PS,1996.0,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74,89.0,8.0,8.9,102.0,Namco,T,AAA,1990s,True,hit,39.37282229965156,32.92682926829268,23.693379790940767,4.006968641114982
Destiny,PS4,2014.0,Shooter,Activision,2.49,2.07,0.16,0.92,5.64,76.0,95.0,6.1,5380.0,"Bungie Software, Bungie",T,AAA,2010s,True,hit,44.14893617021277,36.702127659574465,2.8368794326241136,16.312056737588655
LEGO Star Wars: The Complete Saga,Wii,2007.0,Action,LucasArts,3.57,1.55,0.0,0.51,5.64,80.0,17.0,8.9,62.0,Traveller's Tales,E10+,Indie/Other,2000s,True,hit,63.297872340425535,27.482269503546103,0.0,9.042553191489363
Cooking Mama,DS,2006.0,Simulation,505 Games,3.07,1.91,0.07,0.57,5.63,67.0,35.0,7.2,21.0,Taito Corporation,E,Indie/Other,2000s,True,hit,54.52930728241563,33.92539964476021,1.2433392539964476,10.124333925399643
Tetris,NES,1988.0,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58,69.5,,,,,,AAA,1980s,True,hit,53.22580645161291,12.36559139784946,32.437275985663085,1.971326164874552
Super Smash Bros.,N64,1999.0,Fighting,Nintendo,2.95,0.6,1.97,0.04,5.55,69.5,,,,,,AAA,1990s,True,hit,53.153153153153156,10.81081081081081,35.4954954954955,0.7207207207207207
Assassin's Creed II,PS3,2009.0,Action,Ubisoft,2.54,1.93,0.21,0.86,5.55,91.0,70.0,8.6,1202.0,Ubisoft Montreal,M,AAA,2000s,True,hit,45.76576576576577,34.77477477477478,3.783783783783784,15.495495495495495
Assassin's Creed,X360,2007.0,Adventure,Ubisoft,3.28,1.64,0.07,0.56,5.54,81.0,77.0,7.7,1074.0,Ubisoft Montreal,M,AAA,2000s,True,hit,59.205776173285194,29.602888086642597,1.2635379061371843,10.108303249097474
Forza Motorsport 3,X360,2009.0,Racing,Microsoft Game Studios,2.99,1.9,0.1,0.5,5.49,92.0,90.0,8,516.0,Turn 10,E,AAA,2000s,True,hit,54.462659380692166,34.60837887067395,1.8214936247723135,9.107468123861565
Super Mario Advance,GBA,2001.0,Platform,Nintendo,3.14,1.24,0.91,0.2,5.49,84.0,19.0,7.8,41.0,Nintendo,E,AAA,2000s,True,hit,57.19489981785064,22.586520947176684,16.57559198542805,3.642987249544627
Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,0.47,0.55,4.13,0.34,5.48,81.0,48.0,8.7,124.0,Capcom,T,AAA,2000s,True,hit,8.576642335766422,10.036496350364963,75.36496350364963,6.204379562043796
Batman: Arkham City,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,2.71,1.85,0.11,0.81,5.48,96.0,42.0,8.6,2162.0,Rocksteady Studios,T,Indie/Other,2010s,True,hit,49.45255474452554,33.75912408759124,2.0072992700729926,14.781021897810218
Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.81,2.19,0.0,0.47,5.48,97.0,14.0,7.9,764.0,Rockstar North,M,AAA,2010s,True,hit,51.277372262773724,39.96350364963504,0.0,8.576642335766422
Mario Kart: Super Circuit,GBA,2001.0,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,93.0,24.0,8.3,108.0,Intelligent Systems,E,AAA,2000s,True,hit,47.89762340036564,29.981718464351005,18.098720292504574,4.204753199268739
Super Mario World,GBA,2001.0,Platform,Nintendo,3.21,1.11,0.95,0.2,5.46,71.0,,,,,,AAA,2000s,True,hit,58.791208791208796,20.329670329670332,17.399267399267398,3.6630036630036633
Pokemon Stadium,N64,1999.0,Strategy,Nintendo,3.18,1.24,0.94,0.09,5.45,69.5,,,,,,AAA,1990s,True,hit,58.34862385321101,22.75229357798165,17.247706422018346,1.6513761467889905
Crash Bandicoot: The Wrath of Cortex,PS2,2001.0,Platform,Universal Interactive,2.07,2.29,0.24,0.82,5.42,66.0,22.0,7.1,156.0,Traveller's Tales,E,Indie/Other,2000s,True,hit,38.191881918819185,42.25092250922509,4.428044280442804,15.129151291512915
Call of Duty: World at War,PS3,2008.0,Shooter,Activision,2.73,1.83,0.0,0.83,5.39,85.0,45.0,7.6,409.0,Treyarch,M,AAA,2000s,True,hit,50.64935064935065,33.9517625231911,0.0,15.398886827458256
Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.85,2.5,0.19,0.85,5.38,93.0,113.0,7.9,7064.0,Naughty Dog,T,AAA,2010s,True,hit,34.386617100371744,46.468401486988846,3.5315985130111525,15.79925650557621
Dr. Mario,GB,1989.0,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34,69.5,,,,,,AAA,1980s,True,hit,40.823970037453186,17.97752808988764,37.453183520599254,3.7453183520599254
Final Fantasy XIII,PS3,2009.0,Role-Playing,Square Enix,1.74,1.21,1.87,0.51,5.33,83.0,83.0,7.3,2483.0,Square Enix,T,AAA,2000s,True,hit,32.645403377110696,22.70168855534709,35.0844277673546,9.568480300187618
Pokemon Pinball,GB,1999.0,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,69.5,,,,,,AAA,1990s,True,hit,56.873822975517896,21.092278719397367,19.020715630885125,3.0131826741996237
Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,94.0,22.0,8.9,779.0,SquareSoft,T,Indie/Other,2000s,True,hit,30.56603773584906,14.528301886792452,52.45283018867924,2.6415094339622645
Assassin's Creed III,X360,2012.0,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,84.0,61.0,6.7,1196.0,Ubisoft,M,AAA,2010s,True,hit,59.168241965973536,31.947069943289225,0.5671077504725898,8.31758034026465
Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,85.0,45.0,6.6,400.0,SquareSoft,T,AAA,2000s,True,hit,36.294896030245745,20.415879017013232,39.88657844990548,3.213610586011342
Donkey Kong 64,N64,1999.0,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,69.5,,,,,,AAA,1990s,True,hit,63.18785578747629,14.990512333965848,20.683111954459207,1.1385199240986716
Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,3.22,1.55,0.01,0.48,5.27,81.0,53.0,5.4,898.0,Sledgehammer Games,M,AAA,2010s,True,hit,61.10056925996206,29.411764705882355,0.189753320683112,9.108159392789373
Minecraft,PS3,2014.0,Misc,Sony Computer Entertainment,2.03,2.37,0.0,0.87,5.26,75.0,,,,,,AAA,2010s,True,hit,38.59315589353612,45.05703422053232,0.0,16.53992395437262
Assassin's Creed II,X360,2009.0,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,90.0,82.0,8.8,1305.0,Ubisoft Montreal,M,AAA,2000s,True,hit,59.125475285171106,29.467680608365022,1.5209125475285172,9.695817490494298
Tomb Raider II,PS,1997.0,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,85.0,13.0,,,Core Design Ltd.,T,Indie/Other,1990s,True,hit,43.89312977099236,46.94656488549618,3.816793893129771,5.34351145038168
Tomodachi Life,3DS,2013.0,Simulation,Nintendo,0.97,2.11,1.9,0.24,5.23,71.0,,,,,,AAA,2010s,True,hit,18.54684512428298,40.34416826003824,36.32887189292543,4.5889101338432114
New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2.3,1.34,1.27,0.32,5.22,84.0,70.0,8.1,733.0,Nintendo,E,AAA,2010s,True,hit,44.06130268199234,25.67049808429119,24.329501915708814,6.130268199233717
Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,89.0,63.0,8.8,245.0,Level 5,T,AAA,2000s,True,hit,12.476007677543187,14.39539347408829,69.28982725527831,3.8387715930902115
Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,71.0,,,,,,AAA,2000s,True,hit,56.34615384615385,24.038461538461537,15.96153846153846,3.8461538461538463
Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,1.21,2.43,1.03,0.52,5.19,85.0,72.0,8.6,147.0,Level 5,E,AAA,2000s,True,hit,23.314065510597302,46.82080924855491,19.845857418111752,10.01926782273603
Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,69.5,,,,,,AAA,1990s,True,hit,47.97687861271676,18.882466281310208,30.2504816955684,2.890173410404624
FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,1.09,3.47,0.03,0.57,5.16,90.0,48.0,6.1,403.0,Electronic Arts,E,AAA,2010s,True,hit,21.124031007751938,67.24806201550388,0.5813953488372093,11.046511627906975
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,69.5,,,,,,AAA,1990s,True,hit,40.77669902912621,14.36893203883495,42.71844660194175,2.1359223300970873
Diablo III,PC,2012.0,Role-Playing,Activision,2.44,2.16,0.0,0.54,5.14,88.0,86.0,4,9629.0,Blizzard Entertainment,M,AAA,2010s,True,hit,47.47081712062257,42.02334630350195,0.0,10.505836575875488
Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68.0,30.0,7.6,100.0,EA LA,T,AAA,2000s,True,hit,38.59649122807017,43.46978557504874,2.53411306042885,15.594541910331387
Kirby's Dream Land,GB,1992.0,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,69.5,,,,,,AAA,1990s,True,hit,52.826510721247566,11.890838206627679,33.13840155945419,2.1442495126705654
Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,75.0,,,,,,AAA,1990s,True,hit,62.890625,33.0078125,0.0,3.90625
Guitar Hero II,PS2,2006.0,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,92.0,69.0,8.5,112.0,Harmonix Music Systems,T,Indie/Other,2000s,True,hit,74.4140625,12.3046875,0.0,13.28125
Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80.0,88.0,6.5,604.0,Lionhead Studios,M,AAA,2010s,True,hit,70.3921568627451,21.176470588235297,0.9803921568627453,7.450980392156864
Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,1.63,2.45,0.44,0.57,5.09,64.5,,,,,,AAA,2000s,True,hit,32.02357563850688,48.13359528487231,8.644400785854616,11.198428290766207
Resident Evil 5,PS3,2009.0,Action,Capcom,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,667.0,Capcom,M,AAA,2000s,True,hit,38.50687622789784,27.70137524557957,21.218074656188605,12.573673870333991
The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90.0,57.0,8,416.0,Nintendo,E,AAA,2000s,True,hit,36.417322834645674,35.43307086614173,18.700787401574804,9.448818897637794
Super Mario Bros.,GB,1999.0,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,69.5,,,,,,AAA,1990s,True,hit,67.0611439842209,25.64102564102564,2.9585798816568047,4.339250493096647
FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89.0,51.0,8,233.0,EA Sports,E,AAA,2010s,True,hit,12.031558185404338,64.69428007889546,1.183431952662722,22.090729783037478
Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91.0,8.0,9,266.0,Capcom,M,Indie/Other,1990s,True,hit,40.59405940594059,22.97029702970297,21.980198019801982,14.455445544554454
Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,1.99,0.16,1.18,5.03,86.0,50.0,8,150.0,Rockstar Leeds,M,AAA,2000s,True,hit,33.79721669980119,39.562624254473164,3.180914512922465,23.45924453280318
Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92.0,18.0,9.2,69.0,Neversoft Entertainment,T,AAA,1990s,True,hit,68.12749003984064,27.490039840637447,0.3984063745019921,3.9840637450199208
Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,62.0,,,,,,Indie/Other,1990s,True,hit,55.68862275449102,37.72455089820359,0.0,6.58682634730539
Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,72.5,,,,,,AAA,1990s,True,average,67.19999999999999,27.200000000000003,1.4000000000000001,4.199999999999999
Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82.0,24.0,8.2,46.0,"Neversoft Entertainment, BudCat",T,AAA,2000s,True,average,70.08032128514056,0.2008032128514056,0.2008032128514056,29.71887550200803
Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68.0,34.0,7.1,47.0,Nintendo,T,AAA,2000s,True,average,61.24497991967871,23.493975903614455,5.823293172690762,9.236947791164658
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,70.0,,,,,,AAA,2000s,True,average,37.11967545638946,24.137931034482758,31.237322515212984,7.505070993914807
Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,93.0,84.0,8.5,1655.0,Bethesda Game Studios,M,Indie/Other,2000s,True,average,68.96551724137932,20.08113590263692,1.8255578093306288,9.127789046653145
Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92,88.0,66.0,8.1,2306.0,"Naughty Dog, SCE/WWS",T,AAA,2000s,True,average,46.951219512195124,34.959349593495936,2.4390243902439024,15.650406504065042
Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88.0,29.0,8,121.0,EA Sports,E,AAA,2000s,True,average,81.05906313645622,5.295315682281059,0.20366598778004072,13.441955193482688
Diddy Kong Racing,N64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,69.5,,,,,,AAA,1990s,True,average,59.63114754098361,20.28688524590164,18.237704918032787,2.0491803278688527
Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,68.0,,,,,,AAA,2010s,True,average,0.0,0.0,100.0,0.0
Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,2.6,1.08,0.81,0.38,4.87,76.0,,,,,,AAA,2010s,True,average,53.38809034907598,22.176591375770023,16.632443531827516,7.802874743326489
Dr. Mario,NES,1990.0,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,69.5,,,,,,AAA,1990s,True,average,54.02061855670104,12.371134020618557,31.340206185567016,2.061855670103093
StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2.57,1.68,0.0,0.58,4.84,93.0,82.0,8.2,3052.0,Blizzard Entertainment,T,AAA,2010s,True,average,53.099173553719005,34.710743801652896,0.0,11.983471074380164
Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.82,4.82,81.0,40.0,7.3,769.0,Ubisoft Montreal,M,AAA,2000s,True,average,39.62655601659751,41.49377593360995,1.8672199170124482,17.01244813278008
God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2.74,1.33,0.12,0.61,4.8,92.0,101.0,8.7,2633.0,SCE Santa Monica,M,AAA,2010s,True,average,57.08333333333334,27.708333333333336,2.5,12.708333333333332
Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88.0,20.0,9,233.0,Naughty Dog,E,AAA,1990s,True,average,53.65344467640918,32.77661795407098,9.18580375782881,4.384133611691023
LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.83,1.48,0.0,0.45,4.76,80.0,9.0,5.4,46.0,TT Fusion,E,Indie/Other,2000s,True,average,59.45378151260504,31.092436974789916,0.0,9.453781512605044
